개방자치단체코드,관리번호,인허가일자,영업상태명,폐업일자,소재지면적,소재지우편번호,도로명우편번호,사업장명,업태구분명,데이터갱신구분,건물소유구분명,건물지상층수,건물지하층수,남성종사자수,다중이용업소여부,데이터갱신시점,도로명주소,발한실여부,사용끝지상층,사용끝지하층,사용시작지상층,사용시작지하층,상세영업상태명,상세영업상태코드,여성종사자수,영업상태코드,욕실수,위생업태명,전화번호,조건부허가시작일자,조건부허가신고사유,조건부허가종료일자,좌표정보(X),좌표정보(Y),지번주소,최종수정시점
4701000,4701000-202-1982-00001,1982-01-21,영업/정상,,115.00,,55763,대림탕,공동탕업,I,,,,,N,2025-12-15 16:15:28,전북특별자치도 남원시 동헌길 11-6 (하정동),N,,,,,영업,01,,01,,공동탕업,0636256679,,,,234183.956148412    ,212139.410530036    ,전북특별자치도 남원시 하정동 218-31 ,2013-12-20 09:47:04
4701000,4701000-202-1987-00001,1987-02-12,영업/정상,,227.00,,55715,지리산 목욕탕,공동탕업,I,,,,,N,2025-12-15 16:15:28,전북특별자치도 남원시 인월면 인월로 87-4,Y,,,,,영업,01,,01,2,공동탕업,0636362649,,,,254829.886723988    ,218221.525457924    ,전북특별자치도 남원시 인월면 인월리 230-6 ,2016-11-29 08:14:12
4701000,4701000-202-1988-00002,1988-09-29,영업/정상,,327.13,,55772,한일파크대중탕,공동탕업,I,,,,,N,2025-12-15 16:15:28,전북특별자치도 남원시 용성로 112-1 (죽항동),N,,,,,영업,01,,01,,공동탕업,0636331223,,,,235225.544146591    ,212281.497726741    ,전북특별자치도 남원시 죽항동 15-2 ,2007-04-12 00:00:00
4701000,4701000-202-1996-00001,1996-03-20,영업/정상,,666.41,,55752,수정탕,공동탕업,I,,3,0,,N,2025-12-15 16:15:28,전북특별자치도 남원시 농고길 21 (도통동),Y,2,0,1,0,영업,01,,01,2,공동탕업,0636261440,,,,235601.100464164    ,213022.79151627     ,전북특별자치도 남원시 도통동 147 ,2024-04-26 10:01:23
4701000,4701000-202-1997-00001,1997-12-22,영업/정상,,834.29,,55774,남원사우나,공동탕업,I,,,,,N,2025-12-15 16:15:28,전북특별자치도 남원시 남문로 486 (쌍교동),Y,,,,,영업,01,,01,2,공동탕업,0636332260,,,,234852.381871663    ,211900.241206505    ,전북특별자치도 남원시 쌍교동 14-3 ,2023-02-02 11:24:09
4701000,4701000-202-1997-00002,1997-12-30,영업/정상,,656.17,,55804,일성콘도목욕장,공동탕업,I,,,,,N,2025-12-15 16:15:28,전북특별자치도 남원시 산내면 천왕봉로 626-25,Y,,,,,영업,01,,01,2,공동탕업,0636367000,,,,256317.860608613    ,213898.915463299    ,전북특별자치도 남원시 산내면 대정리 805-1 ,2013-11-01 10:46:06
4701000,4701000-202-2000-00001,2000-11-29,영업/정상,,713.71,,55768,원대중탕,공동탕업,I,,4,0,,N,2025-12-15 16:15:28,전북특별자치도 남원시 금하정1길 7-15 (금동),Y,3,0,1,0,영업,01,,01,2,공동탕업,0636330234,,,,233936.855537533    ,211910.235873416    ,전북특별자치도 남원시 금동 418-11 ,2024-05-07 15:21:16
4701000,4701000-202-2001-00003,2001-12-03,영업/정상,,898.59,,55752,남원녹주사우나,공동탕업,I,,3,0,,N,2025-12-15 16:15:28,전북특별자치도 남원시 농고길 13 (도통동),N,1,0,1,0,영업,01,,01,0,공동탕업,0636338200,,,,235618.799904612    ,212970.340835515    ,전북특별자치도 남원시 도통동 140-3 ,2024-05-07 15:21:40
4701000,4701000-202-2006-00002,2006-03-28,영업/정상,,"1,217.27",,55802,남원한증원,한증막업,I,,2,0,,Y,2025-12-15 16:15:28,전북특별자치도 남원시 주천면 원천로 345-25,N,2,0,1,0,영업,01,,01,0,한증막업,0636345555,,,,238672.765315352    ,211615.235590194    ,전북특별자치도 남원시 주천면 호기리 487-11 ,2024-03-29 14:44:35
4701000,4701000-202-2012-00001,2012-02-23,영업/정상,,273.41,,55802,(주)교원프라퍼티 스위트호텔 남원,공동탕업,I,,4,0,,N,2025-12-15 16:15:28,전북특별자치도 남원시 주천면 원천로 217,Y,,,1,,영업,01,,01,4,공동탕업,0636307100,,,,237688.61949701     ,212172.54579665     ,전북특별자치도 남원시 주천면 용담리 386-2 ,2020-06-08 14:06:19
4701000,4701000-202-2013-00001,2013-09-30,영업/정상,,155.25,,55718,운봉읍작은목욕탕,공동탕업,I,,1,0,,N,2025-12-15 16:15:28,전북특별자치도 남원시 운봉읍 황산로 1083,Y,1,,1,,영업,01,,01,1,공동탕업,0636203802,,,,247968.973472908    ,215695.582475206    ,전북특별자치도 남원시 운봉읍 서천리 347-11 ,2015-11-20 14:18:43
4701000,4701000-202-2014-00001,2014-05-12,영업/정상,,918.17,,55802,육모정허브찜질방,찜질시설서비스영업,I,자가,2,0,,Y,2025-12-15 16:15:28,전북특별자치도 남원시 주천면 정령치로 160,Y,2,0,1,0,영업,01,,01,2,찜질시설서비스영업,0636265300,,,,240982.157100683    ,210044.31722174     ,전북특별자치도 남원시 주천면 호경리 470-45 외2필지 ,2024-03-29 14:18:14
4701000,4701000-202-2014-00002,2014-05-29,영업/정상,,999.53,,55755,부영사우나,공동탕업,I,자가,5,1,,N,2025-12-15 16:15:28,"전북특별자치도 남원시 용성로 274 (도통동, 2.3.4층)",Y,4,,2,,영업,01,,01,8,공동탕업,0636350009,,,,236221.073175213    ,213557.069032388    ,전북특별자치도 남원시 도통동 561-2 ,2014-12-11 15:56:48
4701000,4701000-202-2014-00003,2014-11-26,영업/정상,,186.70,,55749,하은사우나,공동탕업,I,,3,1,0,N,2025-12-15 16:15:28,전북특별자치도 남원시 봉당길 8 (동충동),Y,1,0,1,0,영업,01,0,01,4,공동탕업,0636258882,,,,234759.486514509    ,212542.40010194     ,전북특별자치도 남원시 동충동 252-1 ,2025-03-07 09:29:29
4701000,4701000-202-2015-00001,2015-11-17,영업/정상,,200.00,,55804,산내면작은목욕탕 지리산골 품안목욕탕,공동탕업,I,,0,0,0,N,2025-12-15 16:15:28,전북특별자치도 남원시 산내면 대정길 21,Y,1,,1,,영업,01,0,01,1,공동탕업,0633633004,,,,256478.468287463    ,213437.477983155    ,전북특별자치도 남원시 산내면 대정리 692-5 ,2015-11-17 14:13:45
4701000,4701000-202-2016-00001,2016-11-10,영업/정상,,887.70,,55760,중앙사우나,공동탕업,I,,3,1,0,N,2025-12-15 16:15:28,전북특별자치도 남원시 동림로 29 (동충동),Y,2,0,1,0,영업,01,0,01,6,공동탕업,0636323007,,,,235257.139543279    ,212503.276907212    ,전북특별자치도 남원시 동충동 4-26 외3필지 ,2024-01-31 16:36:10
4701000,4701000-202-2020-00001,2020-10-21,영업/정상,,"1,466.29",,55766,명품사우나,공동탕업+찜질시설서비스영업,I,,0,0,0,Y,2025-12-15 16:15:28,"전북특별자치도 남원시 금동로 15-12, 1~2층 (금동)",N,2,0,1,0,영업,01,0,01,8,공동탕업+찜질시설서비스영업,0636268887,,,,233706.083972518    ,211235.55813486     ,전북특별자치도 남원시 금동 312 ,2025-11-26 11:29:40
4701000,4701000-202-1989-00001,1989-12-18,영업/정상,,571.83,,55768,성림목욕탕,공동탕업,I,,,,,N,2025-12-15 16:15:28,전북특별자치도 남원시 의총로 61 (금동),N,,,,,영업,01,,01,,공동탕업,0636335550,,,,234087.203174467    ,211920.977434548    ,전북특별자치도 남원시 금동 252-1 ,2016-02-23 17:07:37
4711000,4711000-202-2024-00001,2024-12-16,영업/정상,,"6,147.70",,54367,쿰다 스파랜드,공동탕업+찜질시설서비스영업,I,자가,6,2,0,Y,2026-03-26 22:59:08,전북특별자치도 김제시 상동로 166 (상동동),N,6,1,1,2,영업,01,0,01,10,공동탕업+찜질시설서비스영업,0647127654,,,,193269.282176613    ,259049.26814583     ,전북특별자치도 김제시 상동동 474-3 ,2025-10-28 15:38:51
4711000,4711000-202-1987-00001,1987-01-26,영업/정상,,981.28,,54390,아리랑목욕탕,공동탕업,I,,0,0,,N,2026-03-26 22:59:08,전북특별자치도 김제시 동서로 157 (요촌동),N,0,0,0,0,영업,01,,01,0,공동탕업,0635428955,,,,189621.708670215    ,255459.006717227    ,전북특별자치도 김제시 요촌동 198-13 ,2026-01-09 14:56:21
4711000,4711000-202-1992-00001,1992-04-16,영업/정상,,200.14,,54348,청수탕,공동탕업,I,,,,,N,2026-03-26 22:59:08,전북특별자치도 김제시 금산면 원평5길 9-2,N,,,,,영업,01,,01,,공동탕업,0635430095,,,,199233.609122433    ,246044.144596943    ,전북특별자치도 김제시 금산면 원평리 55-3 ,2022-12-12 13:14:35
4711000,4711000-202-2000-00002,2000-10-07,영업/정상,,560.28,,54376,부영목욕탕,공동탕업,I,,,,,N,2026-03-26 22:59:08,전북특별자치도 김제시 도작로 134 (검산동),N,,,,,영업,01,,01,,공동탕업,0635479182,,,,190808.689539802    ,256298.97481493     ,전북특별자치도 김제시 검산동 913-7 ,2018-12-11 15:45:51
4711000,4711000-202-2004-00001,2004-04-16,영업/정상,,513.50,,54385,황제보석사우나,공동탕업,I,자가,4,2,,N,2026-03-26 22:59:08,전북특별자치도 김제시 향교길 178 (요촌동),N,1,2,1,1,영업,01,,01,2,공동탕업,0635446911,,,,189314.680800296    ,255986.996747235    ,전북특별자치도 김제시 요촌동 379 ,2023-01-12 16:34:16
4711000,4711000-202-2005-00001,2005-08-17,영업/정상,,"2,200.00",,54407,우리건강랜드,목욕장업 기타,I,,4,1,,N,2026-03-26 22:59:08,전북특별자치도 김제시 금성로 25 (신풍동),Y,4,,1,,영업,01,,01,2,목욕장업 기타,0635468700,,,,190356.455860407    ,255171.392029869    ,전북특별자치도 김제시 신풍동 475-1 (4층) ,2014-06-23 10:18:57
4711000,4711000-202-2012-00001,2012-01-05,영업/정상,,627.90,,54339,참 숯가마 찜질방,찜질시설서비스영업,I,자가,1,0,,N,2026-03-26 22:59:08,전북특별자치도 김제시 금구면 낙산로 136,Y,1,0,1,0,영업,01,,01,0,찜질시설서비스영업,0635470069,,,,200770.797740131    ,256305.750663859    ,전북특별자치도 김제시 금구면 낙성리 1 ,2018-12-11 15:44:10
4711000,4711000-202-2014-00001,2014-03-28,영업/정상,,105.00,,54309,청하사랑작은목욕탕,공동탕업,I,,1,0,,N,2026-03-26 22:59:08,전북특별자치도 김제시 청하면 청하로 516-3,Y,0,0,1,0,영업,01,,01,1,공동탕업,0635404742,,,,185552.525344521    ,267035.115897258    ,전북특별자치도 김제시 청하면 동지산리 885-7 ,2018-07-24 16:46:59
4711000,4711000-202-2014-00002,2014-12-08,영업/정상,,"1,026.79",,54376,오투아일랜드,공동탕업+찜질시설서비스영업,I,자가,0,1,0,Y,2026-03-26 22:59:08,전북특별자치도 김제시 승암길 13 (검산동),Y,,,,1,영업,01,0,01,7,공동탕업+찜질시설서비스영업,0635455266,,,,190936.075498769    ,256068.52758487     ,전북특별자치도 김제시 검산동 912-43 ,2022-12-06 18:09:44
4711000,4711000-202-2015-00001,2015-01-09,영업/정상,,"1,673.43",,54414,생수랜드,공동탕업+찜질시설서비스영업,I,자가,3,0,0,N,2026-03-26 22:59:08,전북특별자치도 김제시 벽지산로 205 (옥산동),Y,3,,1,,영업,01,0,01,6,공동탕업+찜질시설서비스영업,0635423654,,,,189053.899643879    ,254921.960217755    ,전북특별자치도 김제시 옥산동 305-1 ,2019-01-14 10:59:47
4711000,4711000-202-2017-00001,2017-12-28,영업/정상,,326.08,,54307,만경문화센터목욕탕,목욕장업 기타,I,자가,2,0,0,N,2026-03-26 22:59:08,"전북특별자치도 김제시 만경읍 만경3길 14, 1층",Y,0,0,0,0,영업,01,0,01,2,목욕장업 기타,,,,,183403.886388734    ,261345.519416297    ,전북특별자치도 김제시 만경읍 만경리 478-28 ,2022-12-09 13:42:05
4711000,4711000-202-2020-00001,2020-10-28,영업/정상,,990.00,,54383,해성사우나,공동탕업,I,,0,0,0,N,2026-03-26 22:59:08,전북특별자치도 김제시 중앙로 93 (요촌동),N,,,,,영업,01,0,01,0,공동탕업,,,,,189672.903175388    ,256076.152080166    ,전북특별자치도 김제시 요촌동 578 ,2022-11-23 17:05:18
4711000,4711000-202-2022-00001,2022-12-21,영업/정상,,216.84,,54390,김제하나헬스목욕탕,목욕장업 기타,I,임대,4,1,0,N,2026-03-26 22:59:08,"전북특별자치도 김제시 서낭당길 36, 3층 (요촌동)",N,3,,3,,영업,01,0,01,2,목욕장업 기타,,,,,189689.323453892    ,255636.474331979    ,전북특별자치도 김제시 요촌동 209-1 ,2022-12-21 18:20:46
4721000,4721000-202-2003-00001,1990-12-08,영업/정상,,"1,149.72",,55300,대둔산관광호텔사우나,한증막업,I,자가,4,1,,N,2025-12-15 16:15:28,전북특별자치도 완주군 운주면 대둔산공원길 45,Y,2,0,1,0,영업,01,,01,2,한증막업,0632631260,,,,229714.592865074    ,290678.574674136    ,전북특별자치도 완주군 운주면 산북리 611-70 ,2019-12-03 11:28:25
4721000,4721000-202-2006-00004,2006-11-06,영업/정상,,188.28,,55352,전주첨성대한증막,공동탕업,I,,2,0,,Y,2025-12-15 16:15:28,전북특별자치도 완주군 용진읍 신지송광로 328-6,Y,0,0,1,0,영업,01,,01,0,공동탕업,0632440045,,,,217032.772627501    ,266570.554955447    ,전북특별자치도 완주군 용진읍 운곡리 26-1 ,2025-05-23 17:03:35
4721000,4721000-202-2006-00006,2006-11-28,영업/정상,,370.50,,55347,소양참숯찜질방,찜질시설서비스영업,I,임대,2,0,,Y,2025-12-15 16:15:28,전북특별자치도 완주군 소양면 전진로 893-21,Y,0,0,0,0,영업,01,,01,0,찜질시설서비스영업,0632464836,,,,223307.524262805    ,261455.724140113    ,전북특별자치도 완주군 소양면 해월리 738-24 ,2022-11-09 11:12:22
4721000,4721000-202-2009-00001,2009-10-08,영업/정상,,467.78,,55324,봉동참숯찜질방,한증막업,I,,0,0,,N,2025-12-15 16:15:28,전북특별자치도 완주군 봉동읍 추동로 154,N,0,0,0,0,영업,01,,01,0,한증막업,0632613327,,,,213736.530646641    ,273807.896391026    ,전북특별자치도 완주군 봉동읍 은하리 911 ,2017-12-19 18:03:44
4721000,4721000-202-2011-00001,2011-12-28,영업/정상,,551.40,,55366,이서목욕탕,공동탕업,I,자가,3,0,,N,2025-12-15 16:15:28,전북특별자치도 완주군 이서면 이서로 63-11,N,2,,1,,영업,01,,01,6,공동탕업,0632374695,,,,202019.886092803    ,257868.142344781    ,전북특별자치도 완주군 이서면 상개리 585-7 ,2019-12-03 11:31:15
4721000,4721000-202-2012-00002,2012-07-27,영업/정상,,772.79,,55353,태을로,한증막업,I,자가,2,0,,N,2025-12-15 16:15:28,전북특별자치도 완주군 용진읍 구억명덕로 39-20,Y,2,,1,,영업,01,,01,2,한증막업,0632427288,,,,214369.630037818    ,263886.183409943    ,전북특별자치도 완주군 용진읍 구억리 818 ,2021-05-18 14:53:15
4721000,4721000-202-2012-00003,2012-08-03,영업/정상,,.00,,55319,첨단 사우나,공동탕업,I,,,,,N,2025-12-15 16:15:28,전북특별자치도 완주군 봉동읍 둔산3로 15-3,N,,,,,영업,01,,01,,공동탕업,0632634450,,,,211107.960145993    ,272925.243827592    ,전북특별자치도 완주군 봉동읍 둔산리 936-2 ,2021-05-18 14:52:36
4721000,4721000-202-2013-00003,2013-11-29,영업/정상,,"1,781.50",,55360,상관리조트&스파,목욕장업 기타,I,,3,0,,N,2025-12-15 16:15:28,전북특별자치도 완주군 상관면 죽림편백길 118-38,N,1,,1,,영업,01,,01,10,목욕장업 기타,0632304500,,,,218636.197140707    ,249400.808873233    ,전북특별자치도 완주군 상관면 죽림리 612 ,2023-02-09 14:07:37
4721000,4721000-202-2014-00001,2014-11-04,영업/정상,,549.88,,55325,생강고을목욕탕,공동탕업,I,,0,0,0,N,2025-12-15 16:15:28,전북특별자치도 완주군 봉동읍 삼봉로 933,N,2,,1,,영업,01,0,01,2,공동탕업,0632622250,,,,214920.654465113    ,271259.490919408    ,전북특별자치도 완주군 봉동읍 장기리 412 ,2025-07-07 10:23:28
4721000,4721000-202-2015-00001,2015-09-01,영업/정상,,494.00,,55363,안덕한증막,한증막업,I,,0,0,0,N,2026-01-27 22:56:35,전북특별자치도 완주군 구이면 장파길 72,N,,,,,영업,01,0,01,0,한증막업,0632214065,,,,208966.407430871    ,243908.936911938    ,전북특별자치도 완주군 구이면 안덕리 95 ,2026-01-26 17:54:36
4721000,4721000-202-2025-00001,2025-12-23,영업/정상,,"1,495.33",,55334,서우사우나,공동탕업,I,자가,7,2,0,N,2025-12-25 03:00:02,"전북특별자치도 완주군 삼례읍 삼봉2로 16, 4,5,6층",N,6,,4,,영업,01,0,01,8,공동탕업,0632626661,,,,211095.241697962    ,268961.912364704    ,전북특별자치도 완주군 삼례읍 수계리 1256-1 ,2025-12-23 14:42:23
4721000,4721000-202-1988-00001,1988-02-11,영업/정상,,376.61,,55340,능수목욕탕,공동탕업,I,자가,3,1,,N,2025-12-15 16:15:28,전북특별자치도 완주군 삼례읍 원후동길 8,Y,2,,1,,영업,01,,01,2,공동탕업,0632912140,,,,206619.245199527    ,268079.505199031    ,전북특별자치도 완주군 삼례읍 삼례리 1007 ,2019-12-03 11:27:11
4721000,4721000-202-1990-00001,1990-01-23,영업/정상,,356.78,,55311,현대장목욕탕,공동탕업,U,자가,4,,,N,2026-04-04 03:03:03,전북특별자치도 완주군 고산면 읍내2길 5,Y,2,,1,,영업,01,,01,2,공동탕업,0632625045,,,,218574.059997813    ,274919.011294445    ,전북특별자치도 완주군 고산면 읍내리 580-6 ,2026-04-03 15:12:37
4731000,4731000-202-2025-00001,2025-01-03,영업/정상,,443.87,,55438,다목적복합센터 목욕탕,공동탕업,I,,3,1,0,N,2025-12-15 16:15:28,전북특별자치도 진안군 진안읍 홍삼한방로 10,Y,,,,,영업,01,0,01,2,공동탕업,0634331222,,,,239152.858211077    ,252390.692269391    ,전북특별자치도 진안군 진안읍 단양리 969 ,2025-01-03 14:58:56
4731000,4731000-202-1997-00001,1997-02-21,영업/정상,,475.35,,55432,진안탕,공동탕업,I,,1,,,N,2025-12-15 16:15:28,전북특별자치도 진안군 진안읍 진무로 1100-6,N,1,,,,영업,01,,01,,공동탕업,0634336776,,,,238696.730935315    ,254689.239083247    ,전북특별자치도 진안군 진안읍 군상리 366-4 ,2023-07-20 10:11:20
4731000,4731000-202-2009-00002,2009-11-11,영업/정상,,"4,853.86",,55438,진안홍삼스파,목욕장업 기타,I,임대,3,1,,N,2025-12-15 16:15:28,전북특별자치도 진안군 진안읍 외사양길 16-10,N,3,1,1,1,영업,01,,01,0,목욕장업 기타,0634330393,,,,237682.609528613    ,252972.39392789     ,전북특별자치도 진안군 진안읍 단양리 744 ,2025-09-08 14:25:29
4731000,4731000-202-2014-00001,2014-01-06,영업/정상,,167.28,,55416,선녀와나무꾼 작은목욕탕,공동탕업,I,자가,1,0,,N,2025-12-15 16:15:28,전북특별자치도 진안군 부귀면 부귀로 305-5,Y,1,0,1,0,영업,01,,01,3,공동탕업,0634308342,,,,232531.993111568    ,259660.861920345    ,전북특별자치도 진안군 부귀면 거석리 786-3 ,2022-11-29 13:23:30
4731000,4731000-202-2014-00002,2014-06-11,영업/정상,,138.60,,55453,흰구름 작은목욕탕,공동탕업,I,,1,0,,N,2025-12-15 16:15:28,전북특별자치도 진안군 백운면 임진로 1342,N,0,0,0,0,영업,01,,01,0,공동탕업,0634308445,,,,235922.212820648    ,243696.611650347    ,전북특별자치도 진안군 백운면 백암리 674-3 ,2022-11-29 13:23:06
4731000,4731000-202-2014-00003,2014-12-22,영업/정상,,100.80,,55402,운일암 작은목욕탕,공동탕업,I,자가,0,0,0,N,2025-12-15 16:15:28,전북특별자치도 진안군 주천면 동상주천로 2213,N,,,,,영업,01,0,01,0,공동탕업,0634308386,,,,238303.738675906    ,275070.712407585    ,전북특별자치도 진안군 주천면 주양리 437-3 ,2022-11-29 13:24:02
4731000,4731000-202-2015-00001,2015-08-20,영업/정상,,130.00,,55447,구릿골 작은목욕탕,공동탕업,I,,0,0,0,N,2025-12-15 16:15:28,전북특별자치도 진안군 동향면 창촌길 38,N,,,,,영업,01,0,01,1,공동탕업,0634308242,,,,251531.729618234    ,259629.742472375    ,전북특별자치도 진안군 동향면 대량리 185-12 ,2022-12-20 11:15:57
4731000,4731000-202-2015-00002,2015-12-04,영업/정상,,115.58,,55407,용의얼굴 작은목욕탕,공동탕업,I,,1,0,1,N,2025-12-15 16:15:28,전북특별자치도 진안군 안천면 진무로 2998,N,0,0,1,0,영업,01,1,01,0,공동탕업,0634308223,,,,249824.0060024      ,266453.288984803    ,전북특별자치도 진안군 안천면 노성리 714 ,2022-11-29 13:25:31
4731000,4731000-202-2015-00003,2015-12-22,영업/정상,,129.06,,55405,용담호 작은목욕탕,공동탕업,I,,1,0,0,N,2025-12-15 16:15:28,전북특별자치도 진안군 용담면 대송로 11,N,0,0,0,0,영업,01,0,01,0,공동탕업,0634308206,,,,246805.596474454    ,274104.778324278    ,전북특별자치도 진안군 용담면 송풍리 923-32 ,2022-11-29 13:26:15
4731000,4731000-202-2017-00001,2017-12-11,영업/정상,,135.30,,55412,상전면 작은목욕탕,공동탕업,I,,0,0,0,N,2025-12-15 16:15:28,"전북특별자치도 진안군 상전면 주평로 41, 상전면사무소",N,0,0,0,0,영업,01,0,01,0,공동탕업,0634308435,,,,243922.714217129    ,258179.210583625    ,전북특별자치도 진안군 상전면 주평리 1045-5 상전면사무소 ,2022-11-29 13:26:44
4731000,4731000-202-2017-00002,2017-12-11,영업/정상,,127.68,,55409,운장 작은목욕탕,공동탕업,I,,0,0,0,N,2025-12-15 16:15:28,"전북특별자치도 진안군 정천면 봉학로 66, 정천면사무소",N,0,0,0,0,영업,01,0,01,0,공동탕업,0634308376,,,,238662.286944749    ,263727.714964012    ,전북특별자치도 진안군 정천면 봉학리 547 정천면사무소 ,2022-11-29 13:27:10
4731000,4731000-202-2020-00001,2020-01-10,영업/정상,,137.83,,55459,성수 작은목욕탕,공동탕업,I,,0,0,,N,2025-12-15 16:15:28,전북특별자치도 진안군 성수면 가외반로 506,N,0,0,0,0,영업,01,,01,0,공동탕업,0634302721,,,,229301.572613182    ,245277.790764924    ,전북특별자치도 진안군 성수면 외궁리 722-2 ,2022-11-29 13:27:34
4731000,4731000-202-2020-00002,2020-11-11,영업/정상,,153.92,,55451,마령 작은목욕탕,공동탕업,I,,0,0,0,N,2025-12-15 16:15:28,"전북특별자치도 진안군 마령면 임진로 2112, 마령노인회관",N,0,0,0,0,영업,01,0,01,0,공동탕업,0634333335,,,,233368.513232525    ,248329.670005608    ,전북특별자치도 진안군 마령면 평지리 992-7 마령노인회관 ,2022-12-20 11:21:22
4741000,4741000-202-2018-00001,2018-05-25,영업/정상,,"1,105.86",,55557,나봄스파,공동탕업+찜질시설서비스영업,I,자가,0,0,0,Y,2026-01-14 22:56:35,전북특별자치도 무주군 설천면 월곡길 45,N,1,0,1,0,영업,01,0,01,6,공동탕업+찜질시설서비스영업,,,,,269613.748474184    ,266524.839070438    ,전북특별자치도 무주군 설천면 삼공리 569 ,2026-01-13 13:56:15
4741000,4741000-202-2002-00001,2002-03-06,영업/정상,,700.00,,55559,일성콘도대중목욕장업,공동탕업,I,,7,1,,N,2025-12-15 16:15:28,전북특별자치도 무주군 무풍면 라제통문로 455,Y,,1,,1,영업,01,,01,,공동탕업,0633243939,,,,274465.353913207    ,275682.856260012    ,전북특별자치도 무주군 무풍면 현내리 1135 ,2025-10-16 09:50:15
4741000,4741000-202-2002-00002,2002-10-07,영업/정상,,215.14,,55503,부남면주민자치센터건강증진실,공동탕업,I,,2,,,N,2025-12-15 16:15:28,"전북특별자치도 무주군 부남면 대소길 3, 부남면주민자치센터",Y,1,,1,,영업,01,,01,,공동탕업,0633220220,,,,250354.667501079    ,274977.502285318    ,전북특별자치도 무주군 부남면 대소리 460 부남면주민자치센터 ,2019-01-16 22:51:51
4741000,4741000-202-1999-00002,1999-12-03,영업/정상,,805.00,,55515,덕화목욕탕,공동탕업,I,자가,4,1,,N,2025-12-15 16:15:28,전북특별자치도 무주군 무주읍 당산강변로 146 (번지(지하)),Y,,1,,1,영업,01,,01,,공동탕업,0633226904,,,,259203.382506324    ,278317.698148254    ,전북특별자치도 무주군 무주읍 당산리 1257-5 번지(지하) ,2024-10-28 14:02:40
4741000,4741000-202-2001-00001,2001-06-11,영업/정상,,140.00,,55540,안성면주민자치센터건강증진실,공동탕업,I,,2,1,,N,2025-12-15 16:15:28,전북특별자치도 무주군 안성면 안성로 246-17,Y,1,,1,,영업,01,,01,,공동탕업,0633230004,,,,258914.155023367    ,262796.082685562    ,전북특별자치도 무주군 안성면 장기리 1556 ,2007-05-10 00:00:00
4741000,4741000-202-2003-00001,2003-02-11,영업/정상,,300.00,,55559,무풍자치센터목욕탕,공동탕업,I,자가,2,1,,N,2025-12-15 16:15:28,전북특별자치도 무주군 무풍면 현내로 171,Y,,1,,1,영업,01,,01,,공동탕업,0633244402,,,,276109.944358182    ,274724.658038133    ,전북특별자치도 무주군 무풍면 현내리 574 ,2006-06-15 00:00:00
4741000,4741000-202-2006-00001,2006-08-07,영업/정상,,256.12,,55549,설천면주민자치센터,공동탕업,I,자가,1,2,,N,2025-12-15 16:15:28,전북특별자치도 무주군 설천면 무설로 1607,Y,1,,1,,영업,01,,01,1,공동탕업,,,,,271108.510891404    ,278924.132549724    ,전북특별자치도 무주군 설천면 소천리 903 ,2006-08-08 00:00:00
4741000,4741000-202-2008-00001,2008-12-22,영업/정상,,"3,013.17",,55556,세인트 휴 클럽(St 휴 Club),찜질시설서비스영업,I,임대,1,2,,Y,2026-01-14 22:56:35,"전북특별자치도 무주군 설천면 만선로 185, 무주리조트(카니발상가)",N,0,2,1,1,영업,01,,01,8,찜질시설서비스영업,0633207407,,,,266549.190185713    ,265966.132911748    ,전북특별자치도 무주군 설천면 심곡리 1209-22 무주리조트(카니발상가) ,2026-01-13 13:57:34
4741000,4741000-202-2012-00001,2012-06-27,영업/정상,,71.63,,55534,참숯가마찜질방,찜질시설서비스영업,I,자가,1,0,,N,2025-12-15 16:15:28,전북특별자치도 무주군 안성면 진성로 2460,Y,,,,,영업,01,,01,0,찜질시설서비스영업,,,,,257229.166610386    ,262953.263624845    ,전북특별자치도 무주군 안성면 진도리 348-5 ,2012-06-27 15:05:36
4741000,4741000-202-2014-00001,2014-10-06,영업/정상,,221.87,,55527,단풍골작은목욕탕,공동탕업,I,자가,1,0,1,N,2025-12-15 16:15:28,전북특별자치도 무주군 적상면 적상산로 51,Y,,,1,,영업,01,0,01,1,공동탕업,0633205861,,,,259439.999248879    ,271904.702530868    ,전북특별자치도 무주군 적상면 사천리 332-1 ,2014-10-08 11:33:30
4741000,4741000-202-2014-00002,2014-12-03,영업/정상,,324.00,,55531,(주)밀모 목욕장,공동탕업,I,자가,0,1,0,Y,2025-12-15 16:15:28,"전북특별자치도 무주군 적상면 밀모길 79-14, 1동 지하층",Y,,,,1,영업,01,0,01,2,공동탕업,0633227000,,,,,,전북특별자치도 무주군 적상면 사산리 산 235 ,2015-03-09 16:49:19
4741000,4741000-202-2016-00001,2016-12-13,영업/정상,,"1,663.05",,55555,반디찜질방.사우나,찜질시설서비스영업,I,,0,0,0,Y,2026-01-14 22:56:35,전북특별자치도 무주군 설천면 만선1로 116,N,3,0,2,0,영업,01,0,01,4,찜질시설서비스영업,,,,,268281.955860634    ,267983.492368454    ,전북특별자치도 무주군 설천면 심곡리 626 ,2026-01-13 13:58:05
